asset_id,pure_path,annotated_path,aspect_ratio,shot_size,subject_position,subject_action,motion_direction,camera_movement,foreground_midground_background,lighting,start_frame,end_frame,needs_middle_frame,generation_risk,fix_plan,hidden_cut_transition,annotation_density
MSB142,visual_assets/pure/micro_storyboard/B05/MSB142_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB142_v001_annotated.png,16:9,远景,电话亭 / 电话亭不合理地嵌在废楼深处，但材质是旧玻璃和金属,电话亭像错误物 / 不移动，只发光,不移动，只发光,deep locked-off,前景电话亭边框/电话线，中景小川，背景冷绿走廊,暖白电话亭光 + 冷绿走廊环境,no,no,"no, adjacent panels are enough",电话亭科幻化,旧电话亭、旧塑料、玻璃金属框，现实错误物,铃声引导靠近,"compact, do not cover faces/hands/key props"
MSB143,visual_assets/pure/micro_storyboard/B05/MSB143_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB143_v001_annotated.png,16:9,中远景,环境/小川 / 冷绿走廊和暖白电话亭形成明确色块，小川夹在中间,冷暖对比 / 构图对称,构图对称,deep locked-off,前景电话亭边框/电话线，中景小川，背景冷绿走廊,暖白电话亭光 + 冷绿走廊环境,candidate,candidate,"yes, high-risk action or transition needs neighboring panels",电话亭科幻化,旧电话亭、旧塑料、玻璃金属框，现实错误物,铃声引导靠近,"compact, do not cover faces/hands/key props"
MSB144,visual_assets/pure/micro_storyboard/B05/MSB144_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB144_v001_annotated.png,16:9,全景,小川 / 小川很慢地向电话亭方向迈一步，不是逃跑,小川迈出第一步 / 慢步向前,慢步向前,deep locked-off,前景电话亭边框/电话线，中景小川，背景冷绿走廊,暖白电话亭光 + 冷绿走廊环境,no,no,"no, adjacent panels are enough",电话亭科幻化,旧电话亭、旧塑料、玻璃金属框，现实错误物,铃声引导靠近,"compact, do not cover faces/hands/key props"
MSB145,visual_assets/pure/micro_storyboard/B05/MSB145_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB145_v001_annotated.png,16:9,中远景,电话亭/道具 / 电话亭内旧电话和垂下电话线隐约可见,电话线细节远现 / 微 push-in,微 push-in,deep locked-off,前景电话亭边框/电话线，中景小川，背景冷绿走廊,暖白电话亭光 + 冷绿走廊环境,no,no,"no, adjacent panels are enough",电话亭科幻化,旧电话亭、旧塑料、玻璃金属框，现实错误物,铃声引导靠近,"compact, do not cover faces/hands/key props"
MSB146,visual_assets/pure/micro_storyboard/B05/MSB146_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB146_v001_annotated.png,16:9,远景,小川/电话亭 / 小川在电话亭前方一段距离停下，暖光照到鞋尖,靠近前停顿 / 停顿一拍,停顿一拍,deep locked-off,前景电话亭边框/电话线，中景小川，背景冷绿走廊,暖白电话亭光 + 冷绿走廊环境,no,yes,"yes, high-risk action or transition needs neighboring panels",电话亭科幻化,旧电话亭、旧塑料、玻璃金属框，现实错误物,铃声引导靠近,"compact, do not cover faces/hands/key props"
MSB147,visual_assets/pure/micro_storyboard/B05/MSB147_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB147_v001_annotated.png,16:9,中景,小川/电话亭 / 电话亭门框占前景，小川从左侧黑暗靠近,电话亭门框前景 / slow dolly in,slow dolly in,slow dolly-in,前景电话亭边框/电话线，中景小川，背景冷绿走廊,暖白电话亭光 + 冷绿走廊环境,yes,no,"yes, high-risk action or transition needs neighboring panels",主角变脸、电话亭位置漂移,减少正脸大转头，锁红领巾和绿书包,手部动作切听筒特写,"compact, do not cover faces/hands/key props"
MSB148,visual_assets/pure/micro_storyboard/B05/MSB148_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB148_v001_annotated.png,16:9,近景,小川 / 暖白光先照到小川红领巾和脸下半部，眼睛仍在阴影里,暖光照红领巾 / 慢慢前进,慢慢前进,slow dolly-in,前景电话亭边框/电话线，中景小川，背景冷绿走廊,暖白电话亭光 + 冷绿走廊环境,no,no,"no, adjacent panels are enough",主角变脸、电话亭位置漂移,减少正脸大转头，锁红领巾和绿书包,手部动作切听筒特写,"compact, do not cover faces/hands/key props"
MSB149,visual_assets/pure/micro_storyboard/B05/MSB149_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB149_v001_annotated.png,16:9,中近景,小川/道具 / 浅绿色书包边缘被电话亭光勾出来，肩带一松一紧,书包边缘亮起 / 小步靠近,小步靠近,slow dolly-in,前景电话亭边框/电话线，中景小川，背景冷绿走廊,暖白电话亭光 + 冷绿走廊环境,no,no,"no, adjacent panels are enough",主角变脸、电话亭位置漂移,减少正脸大转头，锁红领巾和绿书包,手部动作切听筒特写,"compact, do not cover faces/hands/key props"
MSB150,visual_assets/pure/micro_storyboard/B05/MSB150_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB150_v001_annotated.png,16:9,近景,小川/电话 / 小川眼睛看向旧听筒，不看镜头，嘴唇半张,小川看听筒 / 头微转,头微转,slow dolly-in,前景电话亭边框/电话线，中景小川，背景冷绿走廊,暖白电话亭光 + 冷绿走廊环境,no,no,"no, adjacent panels are enough",主角变脸、电话亭位置漂移,减少正脸大转头，锁红领巾和绿书包,手部动作切听筒特写,"compact, do not cover faces/hands/key props"
MSB151,visual_assets/pure/micro_storyboard/B05/MSB151_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB151_v001_annotated.png,16:9,特写,小川/道具 / 小川手伸向电话亭边缘又缩回一点，指尖颤,伸手又缩 / 伸手-停-缩,伸手-停-缩,slow dolly-in,前景电话亭边框/电话线，中景小川，背景冷绿走廊,暖白电话亭光 + 冷绿走廊环境,no,no,"no, adjacent panels are enough",主角变脸、电话亭位置漂移,减少正脸大转头，锁红领巾和绿书包,手部动作切听筒特写,"compact, do not cover faces/hands/key props"
MSB152,visual_assets/pure/micro_storyboard/B05/MSB152_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB152_v001_annotated.png,16:9,中景,小川/电话亭 / 小川站在电话亭前，小身体被暖光包住，背后仍是冷绿走廊,站到电话亭前 / 停住,停住,slow dolly-in,前景电话亭边框/电话线，中景小川，背景冷绿走廊,暖白电话亭光 + 冷绿走廊环境,candidate,candidate,"yes, high-risk action or transition needs neighboring panels",主角变脸、电话亭位置漂移,减少正脸大转头，锁红领巾和绿书包,手部动作切听筒特写,"compact, do not cover faces/hands/key props"
MSB153,visual_assets/pure/micro_storyboard/B05/MSB153_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB153_v001_annotated.png,16:9,特写,电话/道具 / 旧电话听筒轻微震动或铃声源头被强调，塑料旧化清楚,铃声压迫 / 固定特写,固定特写,slow dolly-in,前景电话亭边框/电话线，中景小川，背景冷绿走廊,暖白电话亭光 + 冷绿走廊环境,no,no,"no, adjacent panels are enough",主角变脸、电话亭位置漂移,减少正脸大转头，锁红领巾和绿书包,手部动作切听筒特写,"compact, do not cover faces/hands/key props"
MSB154,visual_assets/pure/micro_storyboard/B05/MSB154_v001.png,visual_assets/annotated/micro_storyboard/B05/MSB154_v001_annotated.png,16:9,中近景,小川/电话 / 小川手悬在听筒旁，眼泪没落，呼吸压住,手准备拿起 / 手悬停,手悬停,slow dolly-in,前景电话亭边框/电话线，中景小川，背景冷绿走廊,暖白电话亭光 + 冷绿走廊环境,no,yes,"yes, high-risk action or transition needs neighboring panels",主角变脸、电话亭位置漂移,减少正脸大转头，锁红领巾和绿书包,手部动作切听筒特写,"compact, do not cover faces/hands/key props"
MSB155,visual_assets/pure/micro_storyboard/B06/MSB155_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB155_v001_annotated.png,16:9,特写,电话 / 旧电话听筒安静挂着，暖白光照出塑料划痕,听筒静止 / fixed close-up,fixed close-up,fixed close-up,前景电话亭边框/电话线，中景小川，背景冷绿走廊,暖白电话亭光 + 冷绿走廊环境,yes,no,"yes, high-risk action or transition needs neighboring panels",手和听筒变形,缩短动作，固定构图，必要时用实拍 delta 参考,电话线 match cut 到扫描线,"compact, do not cover faces/hands/key props"
MSB156,visual_assets/pure/micro_storyboard/B06/MSB156_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB156_v001_annotated.png,16:9,特写,小川/电话 / 小川的小手从下方进入画面，指尖犹豫,手进入画面 / 手慢慢靠近,手慢慢靠近,fixed close-up,前景电话亭边框/电话线，中景小川，背景冷绿走廊,暖白电话亭光 + 冷绿走廊环境,no,no,"no, adjacent panels are enough",手和听筒变形,缩短动作，固定构图，必要时用实拍 delta 参考,电话线 match cut 到扫描线,"compact, do not cover faces/hands/key props"
MSB157,visual_assets/pure/micro_storyboard/B06/MSB157_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB157_v001_annotated.png,16:9,极近景,小川/电话 / 指尖刚碰到旧听筒，手指发僵,指尖碰到听筒 / 微颤,微颤,fixed close-up,前景电话亭边框/电话线，中景小川，背景冷绿走廊,暖白电话亭光 + 冷绿走廊环境,no,no,"no, adjacent panels are enough",手和听筒变形,缩短动作，固定构图，必要时用实拍 delta 参考,电话线 match cut 到扫描线,"compact, do not cover faces/hands/key props"
MSB158,visual_assets/pure/micro_storyboard/B06/MSB158_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB158_v001_annotated.png,16:9,特写,电话/小川 / 听筒被轻轻拿起，底座弹起，电话线开始晃,听筒离座 / 向上拿起,向上拿起,fixed close-up,前景电话亭边框/电话线，中景小川，背景冷绿走廊,暖白电话亭光 + 冷绿走廊环境,candidate,candidate,"yes, high-risk action or transition needs neighboring panels",手和听筒变形,缩短动作，固定构图，必要时用实拍 delta 参考,电话线 match cut 到扫描线,"compact, do not cover faces/hands/key props"
MSB159,visual_assets/pure/micro_storyboard/B06/MSB159_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB159_v001_annotated.png,16:9,近景,电话线 / 旧电话线轻轻晃，形状像之后的像素线条,电话线晃动 / 轻摆,轻摆,fixed close-up,前景电话亭边框/电话线，中景小川，背景冷绿走廊,暖白电话亭光 + 冷绿走廊环境,no,no,"no, adjacent panels are enough",手和听筒变形,缩短动作，固定构图，必要时用实拍 delta 参考,电话线 match cut 到扫描线,"compact, do not cover faces/hands/key props"
MSB160,visual_assets/pure/micro_storyboard/B06/MSB160_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB160_v001_annotated.png,16:9,中近景,小川 / 小川把听筒贴近耳边，眼睛看向空处,听筒贴耳 / 手停在耳边,手停在耳边,fixed close-up,前景电话亭边框/电话线，中景小川，背景冷绿走廊,暖白电话亭光 + 冷绿走廊环境,no,yes,"yes, high-risk action or transition needs neighboring panels",手和听筒变形,缩短动作，固定构图，必要时用实拍 delta 参考,电话线 match cut 到扫描线,"compact, do not cover faces/hands/key props"
MSB161,visual_assets/pure/micro_storyboard/B06/MSB161_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB161_v001_annotated.png,16:9,近景,小川 / 小川脸部微微僵住，暖光与冷绿在脸上分裂,声音进入身体 / 完全静止一拍,完全静止一拍,fixed close-up,前景电话亭边框/电话线，中景小川，背景冷绿走廊,暖白电话亭光 + 冷绿走廊环境,candidate,candidate,"yes, high-risk action or transition needs neighboring panels",手和听筒变形,缩短动作，固定构图，必要时用实拍 delta 参考,电话线 match cut 到扫描线,"compact, do not cover faces/hands/key props"
MSB162,visual_assets/pure/micro_storyboard/B06/MSB162_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB162_v001_annotated.png,16:9,特写,电话线 / 电话线表面出现细微 CRT 扫描线，不是科幻电流,电话线起扫描 / 线条轻闪,线条轻闪,locked-off / slight push-in,前景电话亭边框/电话线，中景小川，背景冷绿走廊,暖白电话亭光 + 冷绿走廊环境,yes,no,"yes, high-risk action or transition needs neighboring panels",绿色代码雨、未来城市,限制为 CRT 扫描线和低分辨率色块,像素闪白接横版关卡,"compact, do not cover faces/hands/key props"
MSB163,visual_assets/pure/micro_storyboard/B06/MSB163_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB163_v001_annotated.png,16:9,近景,小川/电话线 / 扫描线从听筒沿电话线到小川手腕，手仍颤,扫描到手腕 / 不移动位置,不移动位置,locked-off / slight push-in,前景电话亭边框/电话线，中景小川，背景冷绿走廊,暖白电话亭光 + 冷绿走廊环境,no,no,"yes, high-risk action or transition needs neighboring panels",绿色代码雨、未来城市,限制为 CRT 扫描线和低分辨率色块,像素闪白接横版关卡,"compact, do not cover faces/hands/key props"
MSB164,visual_assets/pure/micro_storyboard/B06/MSB164_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB164_v001_annotated.png,16:9,近景,小川 / 小川红领巾边缘出现低分辨率色块，但脸仍真实,红领巾色块化 / 像素从边缘开始,像素从边缘开始,locked-off / slight push-in,前景电话亭边框/电话线，中景小川，背景冷绿走廊,暖白电话亭光 + 冷绿走廊环境,no,no,"yes, high-risk action or transition needs neighboring panels",绿色代码雨、未来城市,限制为 CRT 扫描线和低分辨率色块,像素闪白接横版关卡,"compact, do not cover faces/hands/key props"
MSB165,visual_assets/pure/micro_storyboard/B06/MSB165_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB165_v001_annotated.png,16:9,中近景,小川/书包 / 浅绿色书包边缘被像素块切开，身份锚点保留,书包变色块 / 身体不动,身体不动,locked-off / slight push-in,前景电话亭边框/电话线，中景小川，背景冷绿走廊,暖白电话亭光 + 冷绿走廊环境,no,no,"yes, high-risk action or transition needs neighboring panels",绿色代码雨、未来城市,限制为 CRT 扫描线和低分辨率色块,像素闪白接横版关卡,"compact, do not cover faces/hands/key props"
MSB166,visual_assets/pure/micro_storyboard/B06/MSB166_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB166_v001_annotated.png,16:9,中景,环境 / 电话亭后方走廊墙砖和灯管边缘开始色彩错位,走廊边缘分裂 / locked-off,locked-off,locked-off / slight push-in,前景电话亭边框/电话线，中景小川，背景冷绿走廊,暖白电话亭光 + 冷绿走廊环境,candidate,candidate,"yes, high-risk action or transition needs neighboring panels",绿色代码雨、未来城市,限制为 CRT 扫描线和低分辨率色块,像素闪白接横版关卡,"compact, do not cover faces/hands/key props"
MSB167,visual_assets/pure/micro_storyboard/B06/MSB167_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB167_v001_annotated.png,16:9,近景,小川 / 小川半张脸仍真实，半张脸被扫描线切割,脸部半电子化 / 保持同一脸,保持同一脸,locked-off / slight push-in,前景电话亭边框/电话线，中景小川，背景冷绿走廊,暖白电话亭光 + 冷绿走廊环境,no,no,"yes, high-risk action or transition needs neighboring panels",绿色代码雨、未来城市,限制为 CRT 扫描线和低分辨率色块,像素闪白接横版关卡,"compact, do not cover faces/hands/key props"
MSB168,visual_assets/pure/micro_storyboard/B06/MSB168_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB168_v001_annotated.png,16:9,远景,环境/电话亭 / 走廊纵深像纸片一样被压平，电话亭位置仍在深处,纵深展平前 / 空间压平,空间压平,locked-off / slight push-in,前景电话亭边框/电话线，中景小川，背景冷绿走廊,暖白电话亭光 + 冷绿走廊环境,no,yes,"yes, high-risk action or transition needs neighboring panels",绿色代码雨、未来城市,限制为 CRT 扫描线和低分辨率色块,像素闪白接横版关卡,"compact, do not cover faces/hands/key props"
MSB169,visual_assets/pure/micro_storyboard/B06/MSB169_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB169_v001_annotated.png,16:9,全景,环境/小川 / CRT 扫描线和像素块闪白，作为进入 8-bit 的隐藏剪辑,像素闪白 / 强光但不换主题,强光但不换主题,locked-off / slight push-in,前景电话亭边框/电话线，中景小川，背景冷绿走廊,暖白电话亭光 + 冷绿走廊环境,candidate,candidate,"yes, high-risk action or transition needs neighboring panels",绿色代码雨、未来城市,限制为 CRT 扫描线和低分辨率色块,像素闪白接横版关卡,"compact, do not cover faces/hands/key props"
MSB170,visual_assets/pure/micro_storyboard/B06/MSB170_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB170_v001_annotated.png,16:9,横版远景,环境/电话亭 / 废楼走廊变成像素横版舞台，电话亭在背景中右,横版舞台建立 / orthographic fixed,orthographic fixed,orthographic fixed,前景像素地砖/UI，中景像素角色，背景像素废楼走廊和电话亭,平面化 8-bit 街机光，有限色盘,candidate,candidate,"yes, high-risk action or transition needs neighboring panels",现代手游/3D卡通,固定横版机位，保留废楼电话亭轮廓,敌人入场音效接战斗,"compact, do not cover faces/hands/key props"
MSB171,visual_assets/pure/micro_storyboard/B06/MSB171_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB171_v001_annotated.png,16:9,横版中景,小川像素 / 像素小川站在左侧，蓝白外套、红领巾、浅绿书包色块清楚,像素小川待机 / 小幅 idle,小幅 idle,orthographic fixed,前景像素地砖/UI，中景像素角色，背景像素废楼走廊和电话亭,平面化 8-bit 街机光，有限色盘,yes,no,"yes, high-risk action or transition needs neighboring panels",现代手游/3D卡通,固定横版机位，保留废楼电话亭轮廓,敌人入场音效接战斗,"compact, do not cover faces/hands/key props"
MSB172,visual_assets/pure/micro_storyboard/B06/MSB172_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB172_v001_annotated.png,16:9,横版全景,UI/环境 / 老街机 UI 边缘出现，血条/分数有限色盘，不遮挡角色,UI 初现 / UI 静止,UI 静止,orthographic fixed,前景像素地砖/UI，中景像素角色，背景像素废楼走廊和电话亭,平面化 8-bit 街机光，有限色盘,no,no,"no, adjacent panels are enough",现代手游/3D卡通,固定横版机位，保留废楼电话亭轮廓,敌人入场音效接战斗,"compact, do not cover faces/hands/key props"
MSB173,visual_assets/pure/micro_storyboard/B06/MSB173_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB173_v001_annotated.png,16:9,横版全景,混混像素 / 四个像素敌人的影子从右侧进入，轮廓差异先出现,敌人影子右侧 / 右到左入场,右到左入场,orthographic fixed,前景像素地砖/UI，中景像素角色，背景像素废楼走廊和电话亭,平面化 8-bit 街机光，有限色盘,no,no,"no, adjacent panels are enough",现代手游/3D卡通,固定横版机位，保留废楼电话亭轮廓,敌人入场音效接战斗,"compact, do not cover faces/hands/key props"
MSB174,visual_assets/pure/micro_storyboard/B06/MSB174_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB174_v001_annotated.png,16:9,横版中景,彬子像素 / 短小黑夹克黄发像素敌人站在前方，腰包小色块可读,彬子 mini-boss / 前压 idle,前压 idle,orthographic fixed,前景像素地砖/UI，中景像素角色，背景像素废楼走廊和电话亭,平面化 8-bit 街机光，有限色盘,candidate,candidate,"yes, high-risk action or transition needs neighboring panels",现代手游/3D卡通,固定横版机位，保留废楼电话亭轮廓,敌人入场音效接战斗,"compact, do not cover faces/hands/key props"
MSB175,visual_assets/pure/micro_storyboard/B06/MSB175_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB175_v001_annotated.png,16:9,横版中景,高杆像素 / 高杆像素敌人长条身形，横臂封路动作保留,高杆长条敌人 / 横臂待机,横臂待机,orthographic fixed,前景像素地砖/UI，中景像素角色，背景像素废楼走廊和电话亭,平面化 8-bit 街机光，有限色盘,no,no,"no, adjacent panels are enough",现代手游/3D卡通,固定横版机位，保留废楼电话亭轮廓,敌人入场音效接战斗,"compact, do not cover faces/hands/key props"
MSB176,visual_assets/pure/micro_storyboard/B06/MSB176_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB176_v001_annotated.png,16:9,横版全景,混混像素 / 宽体块大海和抖动小齐进入队形，四人功能清楚,大海小齐入位 / 右侧站位,右侧站位,orthographic fixed,前景像素地砖/UI，中景像素角色，背景像素废楼走廊和电话亭,平面化 8-bit 街机光，有限色盘,no,no,"no, adjacent panels are enough",现代手游/3D卡通,固定横版机位，保留废楼电话亭轮廓,敌人入场音效接战斗,"compact, do not cover faces/hands/key props"
MSB177,visual_assets/pure/micro_storyboard/B06/MSB177_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB177_v001_annotated.png,16:9,横版全景,全体像素 / 像素小川左侧，四个敌人右侧，电话亭仍在背景，开战前停一拍,战斗开始前静止 / 全体 idle,全体 idle,orthographic fixed,前景像素地砖/UI，中景像素角色，背景像素废楼走廊和电话亭,平面化 8-bit 街机光，有限色盘,no,yes,"yes, high-risk action or transition needs neighboring panels",现代手游/3D卡通,固定横版机位，保留废楼电话亭轮廓,敌人入场音效接战斗,"compact, do not cover faces/hands/key props"
MSB178,visual_assets/pure/micro_storyboard/B06/MSB178_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB178_v001_annotated.png,16:9,横版中景,小川像素/敌人 / 像素小川用浅绿书包色块形成短促旋风，击退最近敌人,第一下书包旋风 / 动作不超过一拍,动作不超过一拍,orthographic fixed,前景像素地砖/UI，中景像素角色，背景像素废楼走廊和电话亭,平面化 8-bit 街机光，有限色盘,no,no,"yes, high-risk action or transition needs neighboring panels",欢乐庆祝、现代UI,UI 简洁，WIN 后静止，再 INSERT COIN 闪烁,WIN 静止后 INSERT COIN 尾针,"compact, do not cover faces/hands/key props"
MSB179,visual_assets/pure/micro_storyboard/B06/MSB179_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB179_v001_annotated.png,16:9,横版中景,小川像素/道具 / 一枚像素硬币从小川方向弹出，形成低分辨率冲击波,硬币冲击波 / 左到右短促,左到右短促,orthographic fixed,前景像素地砖/UI，中景像素角色，背景像素废楼走廊和电话亭,平面化 8-bit 街机光，有限色盘,no,no,"yes, high-risk action or transition needs neighboring panels",欢乐庆祝、现代UI,UI 简洁，WIN 后静止，再 INSERT COIN 闪烁,WIN 静止后 INSERT COIN 尾针,"compact, do not cover faces/hands/key props"
MSB180,visual_assets/pure/micro_storyboard/B06/MSB180_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB180_v001_annotated.png,16:9,横版全景,高杆像素 / 高杆长条像素敌人向后滑，横臂封路姿态瓦解,高杆被击退 / 右侧后退,右侧后退,orthographic fixed,前景像素地砖/UI，中景像素角色，背景像素废楼走廊和电话亭,平面化 8-bit 街机光，有限色盘,no,no,"yes, high-risk action or transition needs neighboring panels",欢乐庆祝、现代UI,UI 简洁，WIN 后静止，再 INSERT COIN 闪烁,WIN 静止后 INSERT COIN 尾针,"compact, do not cover faces/hands/key props"
MSB181,visual_assets/pure/micro_storyboard/B06/MSB181_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB181_v001_annotated.png,16:9,横版全景,大海像素 / 大海宽体块敌人被推回，挡路墙感消失,大海倒退 / 后退两格,后退两格,orthographic fixed,前景像素地砖/UI，中景像素角色，背景像素废楼走廊和电话亭,平面化 8-bit 街机光，有限色盘,no,no,"yes, high-risk action or transition needs neighboring panels",欢乐庆祝、现代UI,UI 简洁，WIN 后静止，再 INSERT COIN 闪烁,WIN 静止后 INSERT COIN 尾针,"compact, do not cover faces/hands/key props"
MSB182,visual_assets/pure/micro_storyboard/B06/MSB182_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB182_v001_annotated.png,16:9,横版中景,小齐像素 / 小齐小像素敌人第一个慌张后跳，条纹色块抖动,小齐闪退 / 快速后跳,快速后跳,orthographic fixed,前景像素地砖/UI，中景像素角色，背景像素废楼走廊和电话亭,平面化 8-bit 街机光，有限色盘,no,no,"yes, high-risk action or transition needs neighboring panels",欢乐庆祝、现代UI,UI 简洁，WIN 后静止，再 INSERT COIN 闪烁,WIN 静止后 INSERT COIN 尾针,"compact, do not cover faces/hands/key props"
MSB183,visual_assets/pure/micro_storyboard/B06/MSB183_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB183_v001_annotated.png,16:9,横版中景,彬子像素 / 彬子像素敌人最后停住，黄发黑夹克色块仍清楚,彬子 mini-boss 停住 / 短暂停住,短暂停住,orthographic fixed,前景像素地砖/UI，中景像素角色，背景像素废楼走廊和电话亭,平面化 8-bit 街机光，有限色盘,candidate,candidate,"yes, high-risk action or transition needs neighboring panels",欢乐庆祝、现代UI,UI 简洁，WIN 后静止，再 INSERT COIN 闪烁,WIN 静止后 INSERT COIN 尾针,"compact, do not cover faces/hands/key props"
MSB184,visual_assets/pure/micro_storyboard/B06/MSB184_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB184_v001_annotated.png,16:9,横版全景,全体像素 / 敌人全部消失或倒地成低分辨率闪烁，不做血腥表现,清场瞬间 / 画面短促闪白,画面短促闪白,orthographic fixed,前景像素地砖/UI，中景像素角色，背景像素废楼走廊和电话亭,平面化 8-bit 街机光，有限色盘,no,yes,"yes, high-risk action or transition needs neighboring panels",欢乐庆祝、现代UI,UI 简洁，WIN 后静止，再 INSERT COIN 闪烁,WIN 静止后 INSERT COIN 尾针,"compact, do not cover faces/hands/key props"
MSB185,visual_assets/pure/micro_storyboard/B06/MSB185_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB185_v001_annotated.png,16:9,横版中景,小川像素 / 像素小川站在左中，仍是紧张待机动作，没有胜利姿势,小川不庆祝 / 静止,静止,orthographic fixed,前景像素地砖/UI，中景像素角色，背景像素废楼走廊和电话亭,平面化 8-bit 街机光，有限色盘,no,no,"yes, high-risk action or transition needs neighboring panels",欢乐庆祝、现代UI,UI 简洁，WIN 后静止，再 INSERT COIN 闪烁,WIN 静止后 INSERT COIN 尾针,"compact, do not cover faces/hands/key props"
MSB186,visual_assets/pure/micro_storyboard/B06/MSB186_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB186_v001_annotated.png,16:9,横版全景/UI,UI/小川 / 巨大黄色像素字 WIN 出现在画面中央，背景仍是废楼像素走廊,WIN 居中 / UI 弹出,UI 弹出,orthographic fixed,前景像素地砖/UI，中景像素角色，背景像素废楼走廊和电话亭,平面化 8-bit 街机光，有限色盘,candidate,candidate,"yes, high-risk action or transition needs neighboring panels",欢乐庆祝、现代UI,UI 简洁，WIN 后静止，再 INSERT COIN 闪烁,WIN 静止后 INSERT COIN 尾针,"compact, do not cover faces/hands/key props"
MSB187,visual_assets/pure/micro_storyboard/B06/MSB187_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB187_v001_annotated.png,16:9,横版全景/UI,UI/环境 / WIN 保持不动，像街机卡住一样安静，电话亭轮廓仍在背景,一秒安静 / 几乎静止,几乎静止,orthographic fixed,前景像素地砖/UI，中景像素角色，背景像素废楼走廊和电话亭,平面化 8-bit 街机光，有限色盘,no,no,"yes, high-risk action or transition needs neighboring panels",欢乐庆祝、现代UI,UI 简洁，WIN 后静止，再 INSERT COIN 闪烁,WIN 静止后 INSERT COIN 尾针,"compact, do not cover faces/hands/key props"
MSB188,visual_assets/pure/micro_storyboard/B06/MSB188_v001.png,visual_assets/annotated/micro_storyboard/B06/MSB188_v001_annotated.png,16:9,横版全景/UI,UI/环境 / 画面角落闪出 INSERT COIN，WIN 仍在，街机待机感吞掉结局,INSERT COIN 尾针 / 文字闪烁,文字闪烁,orthographic fixed,前景像素地砖/UI，中景像素角色，背景像素废楼走廊和电话亭,平面化 8-bit 街机光，有限色盘,candidate,candidate,"yes, high-risk action or transition needs neighboring panels",欢乐庆祝、现代UI,UI 简洁，WIN 后静止，再 INSERT COIN 闪烁,WIN 静止后 INSERT COIN 尾针,"compact, do not cover faces/hands/key props"
